churn_id,subscription_id,churn_date,churn_reason
3280,12005,2021-06-28,low_usage
3281,12007,2022-02-27,price_too_high
3282,12011,2022-12-27,price_too_high
3283,12018,2025-05-31,switched_competitor
3284,12021,2020-05-13,price_too_high
3285,12022,2022-01-21,price_too_high
3286,12024,2023-03-27,poor_support
3287,12029,2023-02-15,lack_of_features
3288,12030,2025-12-21,price_too_high
3289,12031,2024-02-09,price_too_high
3290,12036,2019-10-24,low_usage
3291,12038,2023-08-25,switched_competitor
3292,12039,2020-12-13,poor_support
3293,12040,2025-08-27,switched_competitor
3294,12041,2017-10-28,low_usage
3295,12045,2027-02-05,low_usage
3296,12059,2020-08-21,low_usage
3297,12062,2027-03-02,price_too_high
3298,12063,2026-05-06,switched_competitor
3299,12067,2016-11-08,switched_competitor
3300,12073,2019-07-16,switched_competitor
3301,12078,2026-01-22,lack_of_features
3302,12081,2025-02-19,poor_support
3303,12084,2019-08-13,price_too_high
3304,12092,2022-07-02,poor_support
3305,12105,2027-04-16,price_too_high
3306,12107,2023-08-17,switched_competitor
3307,12112,2019-04-16,lack_of_features
3308,12113,2019-04-13,lack_of_features
3309,12124,2024-12-31,switched_competitor
3310,12127,2025-08-02,poor_support
3311,12130,2026-04-12,low_usage
3312,12132,2024-05-04,switched_competitor
3313,12135,2018-12-16,price_too_high
3314,12138,2023-07-01,poor_support
3315,12139,2018-10-29,low_usage
3316,12141,2023-02-23,lack_of_features
3317,12142,2026-09-16,price_too_high
3318,12143,2021-05-09,lack_of_features
3319,12144,2020-04-26,price_too_high
3320,12155,2020-11-18,low_usage
3321,12171,2018-07-25,price_too_high
3322,12172,2020-04-28,low_usage
3323,12174,2024-07-15,switched_competitor
3324,12179,2021-03-14,switched_competitor
3325,12182,2026-08-20,price_too_high
3326,12185,2016-06-18,poor_support
3327,12186,2017-06-14,lack_of_features
3328,12192,2027-08-16,price_too_high
3329,12193,2020-02-01,price_too_high
3330,12194,2022-12-15,lack_of_features
3331,12196,2019-01-10,price_too_high
3332,12209,2020-03-10,lack_of_features
3333,12210,2025-02-15,low_usage
3334,12211,2024-06-29,poor_support
3335,12212,2025-12-09,switched_competitor
3336,12220,2025-03-05,switched_competitor
3337,12221,2024-05-10,poor_support
3338,12222,2020-11-27,lack_of_features
3339,12223,2024-12-20,poor_support
3340,12229,2021-09-29,lack_of_features
3341,12231,2020-11-16,poor_support
3342,12235,2017-10-18,price_too_high
3343,12236,2020-07-13,price_too_high
3344,12237,2019-07-16,poor_support
3345,12248,2021-09-12,low_usage
3346,12256,2017-07-24,poor_support
3347,12257,2027-09-15,switched_competitor
3348,12258,2026-06-28,price_too_high
3349,12259,2018-10-01,poor_support
3350,12263,2018-03-15,switched_competitor
3351,12268,2019-12-18,price_too_high
3352,12272,2024-12-22,low_usage
3353,12287,2027-12-15,low_usage
3354,12291,2020-03-18,switched_competitor
3355,12292,2018-07-09,poor_support
3356,12304,2017-12-17,price_too_high
3357,12306,2021-03-19,low_usage
3358,12308,2021-10-21,switched_competitor
3359,12312,2019-01-31,lack_of_features
3360,12317,2025-06-25,poor_support
3361,12318,2025-10-02,lack_of_features
3362,12320,2026-07-16,poor_support
3363,12325,2025-06-26,price_too_high
3364,12327,2018-04-04,switched_competitor
3365,12339,2026-09-12,price_too_high
3366,12340,2022-02-09,lack_of_features
3367,12341,2021-10-03,switched_competitor
3368,12348,2020-10-10,price_too_high
3369,12355,2021-09-29,price_too_high
3370,12357,2023-01-11,price_too_high
3371,12359,2022-05-13,lack_of_features
3372,12360,2020-08-28,price_too_high
3373,12363,2025-04-15,low_usage
3374,12366,2021-09-12,poor_support
3375,12367,2027-09-18,low_usage
3376,12380,2023-06-14,lack_of_features
3377,12384,2026-01-03,lack_of_features
3378,12386,2018-02-26,price_too_high
3379,12388,2016-06-08,switched_competitor
3380,12392,2025-11-11,low_usage
3381,12396,2018-12-04,lack_of_features
3382,12402,2025-05-08,poor_support
3383,12405,2025-12-15,lack_of_features
3384,12406,2017-10-02,low_usage
3385,12407,2021-07-20,poor_support
3386,12408,2024-09-26,poor_support
3387,12419,2019-10-25,price_too_high
3388,12424,2025-02-12,switched_competitor
3389,12427,2018-12-08,poor_support
3390,12435,2027-09-22,price_too_high
3391,12438,2022-12-26,switched_competitor
3392,12442,2027-03-21,price_too_high
3393,12444,2025-10-04,lack_of_features
3394,12448,2020-07-19,lack_of_features
3395,12452,2020-07-30,switched_competitor
3396,12454,2020-01-26,price_too_high
3397,12456,2019-11-11,low_usage
3398,12458,2022-10-13,price_too_high
3399,12469,2018-02-17,low_usage
3400,12474,2019-07-20,poor_support
3401,12475,2018-06-18,poor_support
3402,12476,2021-11-21,poor_support
3403,12477,2022-03-22,price_too_high
3404,12480,2020-11-13,switched_competitor
3405,12484,2020-10-18,low_usage
3406,12488,2025-01-28,price_too_high
3407,12490,2026-09-15,poor_support
3408,12492,2018-12-26,lack_of_features
3409,12497,2018-05-11,poor_support
3410,12501,2023-07-10,switched_competitor
3411,12516,2017-06-12,poor_support
3412,12520,2027-03-11,switched_competitor
3413,12521,2024-12-17,lack_of_features
3414,12528,2021-11-17,low_usage
3415,12532,2019-11-08,poor_support
3416,12533,2026-06-25,switched_competitor
3417,12534,2024-01-08,low_usage
3418,12539,2016-10-28,lack_of_features
3419,12540,2021-11-20,switched_competitor
3420,12541,2027-09-23,lack_of_features
3421,12542,2020-12-16,lack_of_features
3422,12544,2025-06-03,price_too_high
3423,12548,2024-02-19,low_usage
3424,12552,2019-04-08,price_too_high
3425,12561,2023-04-02,lack_of_features
3426,12565,2028-03-18,switched_competitor
3427,12583,2018-07-18,poor_support
3428,12587,2023-05-12,price_too_high
3429,12593,2027-09-17,poor_support
3430,12595,2021-05-22,price_too_high
3431,12596,2027-10-01,low_usage
3432,12598,2017-08-27,poor_support
3433,12599,2019-02-07,price_too_high
3434,12600,2017-08-18,lack_of_features
3435,12601,2022-06-08,switched_competitor
3436,12603,2022-10-22,lack_of_features
3437,12604,2026-05-12,low_usage
3438,12605,2021-04-01,low_usage
3439,12606,2023-10-04,price_too_high
3440,12611,2018-09-30,lack_of_features
3441,12613,2020-05-28,poor_support
3442,12625,2020-09-02,price_too_high
3443,12629,2019-06-25,price_too_high
3444,12632,2027-07-17,lack_of_features
3445,12633,2018-06-14,switched_competitor
3446,12635,2020-11-11,low_usage
3447,12636,2024-04-19,poor_support
3448,12640,2026-07-15,low_usage
3449,12645,2023-05-01,price_too_high
3450,12646,2020-07-30,switched_competitor
3451,12650,2017-10-08,price_too_high
3452,12651,2024-12-12,switched_competitor
3453,12660,2022-07-17,lack_of_features
3454,12661,2018-07-09,low_usage
3455,12670,2017-03-17,price_too_high
3456,12672,2022-10-20,switched_competitor
3457,12673,2026-04-11,switched_competitor
3458,12674,2020-05-19,price_too_high
3459,12677,2019-02-15,low_usage
3460,12681,2023-07-24,lack_of_features
3461,12682,2026-01-22,lack_of_features
3462,12684,2025-12-10,poor_support
3463,12686,2026-07-25,poor_support
3464,12692,2017-04-27,poor_support
3465,12696,2018-07-25,low_usage
3466,12704,2028-03-11,poor_support
3467,12714,2022-09-08,poor_support
3468,12715,2019-09-03,low_usage
3469,12722,2025-12-28,poor_support
3470,12724,2025-04-21,lack_of_features
3471,12731,2026-07-02,price_too_high
3472,12734,2023-04-18,lack_of_features
3473,12735,2024-04-12,lack_of_features
3474,12747,2024-03-19,switched_competitor
3475,12755,2026-07-06,price_too_high
3476,12758,2020-03-13,lack_of_features
3477,12759,2019-11-02,price_too_high
3478,12763,2023-10-07,lack_of_features
3479,12766,2021-09-02,low_usage
3480,12777,2026-10-03,low_usage
3481,12785,2025-10-01,poor_support
3482,12788,2026-05-05,low_usage
3483,12789,2021-09-22,price_too_high
3484,12790,2021-10-01,switched_competitor
3485,12791,2019-08-31,poor_support
3486,12794,2019-04-10,lack_of_features
3487,12796,2024-11-08,low_usage
3488,12799,2025-04-24,poor_support
3489,12803,2024-05-13,low_usage
3490,12804,2026-01-04,poor_support
3491,12806,2022-11-14,price_too_high
3492,12816,2023-03-14,price_too_high
3493,12817,2018-07-14,lack_of_features
3494,12819,2022-08-05,poor_support
3495,12822,2018-04-16,switched_competitor
3496,12832,2019-01-18,price_too_high
3497,12835,2021-01-08,lack_of_features
3498,12840,2019-10-02,poor_support
3499,12841,2026-03-02,lack_of_features
3500,12843,2021-07-07,price_too_high
3501,12846,2018-03-09,lack_of_features
3502,12853,2026-03-12,poor_support
3503,12854,2024-03-06,low_usage
3504,12863,2023-08-24,switched_competitor
3505,12864,2026-03-12,price_too_high
3506,12865,2021-09-01,poor_support
3507,12866,2023-12-11,poor_support
3508,12868,2019-04-28,lack_of_features
3509,12872,2023-02-21,price_too_high
3510,12882,2018-08-30,low_usage
3511,12883,2020-01-31,low_usage
3512,12886,2024-01-09,switched_competitor
3513,12889,2022-06-10,switched_competitor
3514,12890,2019-05-16,lack_of_features
3515,12891,2022-12-17,price_too_high
3516,12896,2022-01-23,low_usage
3517,12899,2023-05-25,price_too_high
3518,12901,2022-08-23,lack_of_features
3519,12902,2021-07-07,price_too_high
3520,12905,2023-09-20,price_too_high
3521,12914,2020-06-25,price_too_high
3522,12917,2025-05-30,lack_of_features
3523,12925,2023-02-07,lack_of_features
3524,12926,2022-01-28,lack_of_features
3525,12927,2019-08-10,low_usage
3526,12928,2018-05-12,poor_support
3527,12931,2021-08-16,price_too_high
3528,12932,2024-08-03,switched_competitor
3529,12933,2022-02-09,switched_competitor
3530,12938,2018-09-04,poor_support
3531,12940,2022-05-19,price_too_high
3532,12950,2021-10-02,price_too_high
3533,12951,2017-11-17,price_too_high
3534,12954,2019-08-07,lack_of_features
3535,12965,2017-11-25,low_usage
3536,12966,2017-12-15,lack_of_features
3537,12967,2025-09-11,price_too_high
3538,12970,2024-04-02,poor_support
3539,12976,2026-05-04,price_too_high
3540,12981,2019-12-21,price_too_high
3541,12984,2024-02-26,low_usage
3542,12991,2021-06-21,price_too_high
3543,12995,2022-08-01,lack_of_features
3544,12997,2018-04-07,switched_competitor
3545,13001,2025-04-16,low_usage
3546,13016,2025-01-14,low_usage
3547,13017,2028-03-02,low_usage
3548,13019,2027-06-22,price_too_high
3549,13026,2018-03-25,low_usage
3550,13046,2023-08-07,low_usage
3551,13055,2023-12-22,lack_of_features
3552,13058,2021-03-09,poor_support
3553,13063,2026-02-24,lack_of_features
3554,13066,2021-12-26,lack_of_features
3555,13071,2018-02-03,poor_support
3556,13075,2020-03-21,poor_support
3557,13077,2019-10-12,low_usage
3558,13082,2018-11-07,lack_of_features
3559,13083,2020-05-24,price_too_high
3560,13084,2019-05-08,switched_competitor
3561,13086,2021-07-23,switched_competitor
3562,13090,2026-11-01,switched_competitor
3563,13091,2022-02-12,lack_of_features
3564,13094,2018-06-14,poor_support
3565,13096,2024-09-21,low_usage
3566,13100,2022-07-25,low_usage
3567,13104,2027-07-30,switched_competitor
3568,13136,2023-02-16,low_usage
3569,13142,2019-04-02,price_too_high
3570,13146,2026-05-13,price_too_high
3571,13147,2019-03-30,poor_support
3572,13149,2021-08-13,low_usage
3573,13151,2026-07-16,lack_of_features
3574,13154,2020-10-12,low_usage
3575,13155,2026-03-18,lack_of_features
3576,13169,2026-04-29,switched_competitor
3577,13170,2020-04-09,lack_of_features
3578,13186,2022-01-02,switched_competitor
3579,13193,2025-05-28,price_too_high
3580,13194,2025-01-05,low_usage
3581,13198,2021-01-06,poor_support
3582,13199,2017-12-15,low_usage
3583,13205,2022-07-23,switched_competitor
3584,13207,2024-05-25,low_usage
3585,13208,2024-09-14,poor_support
3586,13210,2025-03-04,switched_competitor
3587,13217,2019-12-08,switched_competitor
3588,13218,2019-11-08,poor_support
3589,13219,2016-10-22,low_usage
3590,13221,2017-03-31,poor_support
3591,13225,2026-07-19,lack_of_features
3592,13228,2018-10-13,price_too_high
3593,13235,2025-01-08,poor_support
3594,13240,2022-01-12,switched_competitor
3595,13244,2024-07-07,lack_of_features
3596,13246,2025-09-02,price_too_high
3597,13252,2025-03-16,poor_support
3598,13253,2023-04-22,price_too_high
3599,13256,2022-12-15,low_usage
3600,13257,2019-02-06,switched_competitor
3601,13266,2022-03-31,poor_support
3602,13267,2026-05-22,switched_competitor
3603,13271,2020-11-04,lack_of_features
3604,13273,2018-01-28,lack_of_features
3605,13275,2022-05-27,price_too_high
3606,13276,2024-08-15,lack_of_features
3607,13277,2021-02-09,lack_of_features
3608,13279,2024-10-02,poor_support
3609,13282,2019-12-01,switched_competitor
3610,13288,2019-04-27,price_too_high
3611,13298,2025-05-04,lack_of_features
3612,13299,2020-08-11,switched_competitor
3613,13301,2021-11-20,low_usage
3614,13302,2025-01-14,poor_support
3615,13304,2021-08-20,lack_of_features
3616,13306,2026-01-21,lack_of_features
3617,13308,2022-07-09,lack_of_features
3618,13309,2020-02-15,switched_competitor
3619,13310,2024-05-03,poor_support
3620,13320,2024-06-17,poor_support
3621,13327,2025-12-13,switched_competitor
3622,13329,2021-08-03,price_too_high
3623,13337,2019-02-27,poor_support
3624,13339,2024-03-25,switched_competitor
3625,13341,2019-01-08,switched_competitor
3626,13346,2018-11-18,lack_of_features
3627,13350,2026-09-30,switched_competitor
3628,13356,2026-12-28,lack_of_features
3629,13359,2019-07-28,low_usage
3630,13360,2020-07-26,switched_competitor
3631,13366,2019-09-10,poor_support
3632,13371,2019-08-26,lack_of_features
3633,13374,2027-01-19,low_usage
3634,13377,2027-02-17,price_too_high
3635,13383,2019-09-14,price_too_high
3636,13387,2021-04-20,price_too_high
3637,13406,2023-07-01,lack_of_features
3638,13408,2016-11-07,switched_competitor
3639,13412,2026-02-28,lack_of_features
3640,13413,2020-01-21,price_too_high
3641,13415,2025-09-18,switched_competitor
3642,13422,2019-02-02,low_usage
3643,13423,2019-10-14,price_too_high
3644,13427,2025-12-17,poor_support
3645,13434,2018-11-17,switched_competitor
3646,13442,2026-08-04,lack_of_features
3647,13443,2020-02-24,lack_of_features
3648,13445,2023-04-07,poor_support
3649,13448,2025-05-24,lack_of_features
3650,13451,2025-07-18,poor_support
3651,13458,2017-12-14,price_too_high
3652,13464,2017-06-29,price_too_high
3653,13480,2025-08-03,lack_of_features
3654,13483,2018-04-24,switched_competitor
3655,13491,2019-07-19,lack_of_features
3656,13498,2023-10-17,price_too_high
3657,13500,2023-04-07,switched_competitor
3658,13506,2020-02-06,poor_support
3659,13511,2019-10-09,price_too_high
3660,13514,2025-07-03,poor_support
3661,13516,2026-01-31,low_usage
3662,13517,2021-05-02,switched_competitor
3663,13519,2021-05-18,price_too_high
3664,13524,2017-01-27,poor_support
3665,13526,2018-08-26,poor_support
3666,13528,2016-08-20,poor_support
3667,13531,2024-06-18,lack_of_features
3668,13539,2027-06-13,lack_of_features
3669,13542,2022-01-14,low_usage
3670,13543,2026-03-31,low_usage
3671,13546,2025-08-14,poor_support
3672,13550,2024-05-05,lack_of_features
3673,13559,2023-10-12,switched_competitor
3674,13561,2019-07-30,switched_competitor
3675,13564,2021-05-16,poor_support
3676,13566,2024-11-02,lack_of_features
3677,13567,2022-09-10,switched_competitor
3678,13570,2021-07-29,lack_of_features
3679,13575,2022-04-21,low_usage
3680,13581,2018-10-27,poor_support
3681,13583,2019-04-18,poor_support
3682,13586,2021-09-10,lack_of_features
3683,13588,2024-04-25,lack_of_features
3684,13590,2022-08-04,price_too_high
3685,13614,2026-09-18,switched_competitor
3686,13615,2018-03-21,low_usage
3687,13616,2018-01-29,switched_competitor
3688,13634,2021-02-09,price_too_high
3689,13635,2021-09-10,lack_of_features
3690,13637,2020-04-28,switched_competitor
3691,13644,2021-12-02,poor_support
3692,13645,2022-03-28,switched_competitor
3693,13646,2018-08-20,lack_of_features
3694,13652,2018-09-01,switched_competitor
3695,13656,2022-03-26,price_too_high
3696,13663,2025-05-03,low_usage
3697,13666,2025-05-22,lack_of_features
3698,13677,2023-04-11,poor_support
3699,13679,2024-05-13,price_too_high
3700,13680,2024-05-26,lack_of_features
3701,13684,2027-05-30,poor_support
3702,13686,2026-02-27,poor_support
3703,13689,2026-02-16,lack_of_features
3704,13703,2022-11-11,price_too_high
3705,13706,2026-01-30,poor_support
3706,13708,2024-07-12,low_usage
3707,13712,2024-02-16,price_too_high
3708,13716,2027-05-30,poor_support
3709,13723,2021-01-31,lack_of_features
3710,13736,2020-04-27,lack_of_features
3711,13743,2023-08-05,price_too_high
3712,13746,2019-04-01,poor_support
3713,13751,2026-11-22,poor_support
3714,13752,2020-11-03,price_too_high
3715,13753,2021-12-12,price_too_high
3716,13754,2023-06-11,price_too_high
3717,13756,2023-12-31,low_usage
3718,13757,2018-02-03,low_usage
3719,13759,2019-08-17,low_usage
3720,13760,2025-03-11,lack_of_features
3721,13761,2022-01-28,low_usage
3722,13763,2019-02-07,low_usage
3723,13768,2027-02-17,low_usage
3724,13774,2021-10-21,poor_support
3725,13781,2017-03-07,switched_competitor
3726,13789,2017-08-31,low_usage
3727,13795,2021-07-23,price_too_high
3728,13796,2026-01-28,low_usage
3729,13797,2022-10-30,switched_competitor
3730,13803,2024-08-16,lack_of_features
3731,13812,2025-05-01,lack_of_features
3732,13813,2019-05-30,low_usage
3733,13816,2027-04-11,price_too_high
3734,13822,2023-12-12,price_too_high
3735,13836,2020-02-24,poor_support
3736,13841,2023-06-07,price_too_high
3737,13842,2017-12-23,poor_support
3738,13848,2019-11-03,poor_support
3739,13849,2019-05-14,price_too_high
3740,13850,2019-06-25,price_too_high
3741,13851,2026-02-19,poor_support
3742,13852,2027-03-23,lack_of_features
3743,13855,2025-07-22,low_usage
3744,13857,2025-06-12,lack_of_features
3745,13872,2018-09-24,price_too_high
3746,13877,2023-07-27,switched_competitor
3747,13878,2027-09-27,price_too_high
3748,13882,2026-11-23,poor_support
3749,13885,2025-06-30,switched_competitor
3750,13892,2026-07-23,switched_competitor
3751,13893,2019-03-27,low_usage
3752,13896,2022-04-03,price_too_high
3753,13909,2019-08-15,low_usage
3754,13910,2025-04-01,lack_of_features
3755,13914,2027-07-05,switched_competitor
3756,13916,2019-09-27,low_usage
3757,13919,2023-08-11,lack_of_features
3758,13920,2018-08-22,price_too_high
3759,13928,2016-11-24,price_too_high
3760,13930,2020-06-20,poor_support
3761,13934,2022-02-19,lack_of_features
3762,13937,2020-07-23,lack_of_features
3763,13938,2019-08-23,low_usage
3764,13940,2024-04-19,switched_competitor
3765,13943,2020-01-08,switched_competitor
3766,13944,2019-08-30,poor_support
3767,13946,2025-08-30,poor_support
3768,13951,2018-03-01,poor_support
3769,13953,2027-05-12,lack_of_features
3770,13954,2018-11-22,price_too_high
3771,13959,2026-11-05,price_too_high
3772,13961,2020-02-29,low_usage
3773,13963,2026-05-18,switched_competitor
3774,13964,2020-11-27,switched_competitor
3775,13967,2025-08-03,low_usage
3776,13973,2019-04-21,lack_of_features
3777,13976,2026-08-20,price_too_high
3778,13977,2017-07-03,poor_support
3779,13984,2025-01-05,price_too_high
3780,13990,2023-09-04,low_usage
3781,13992,2020-12-20,price_too_high
3782,13994,2018-09-28,poor_support
3783,13998,2018-09-03,switched_competitor
3784,14001,2017-11-13,low_usage
3785,14009,2022-06-26,lack_of_features
3786,14012,2022-02-02,price_too_high
3787,14013,2024-12-27,price_too_high
3788,14022,2022-12-21,lack_of_features
3789,14024,2019-06-11,lack_of_features
3790,14025,2017-05-13,poor_support
3791,14029,2023-06-12,price_too_high
3792,14042,2022-05-13,low_usage
3793,14045,2018-04-07,price_too_high
3794,14059,2020-08-25,poor_support
3795,14060,2025-01-23,low_usage
3796,14062,2024-02-23,low_usage
3797,14064,2020-06-23,low_usage
3798,14065,2020-12-16,poor_support
3799,14072,2020-04-09,price_too_high
3800,14074,2021-12-21,switched_competitor
3801,14075,2019-01-03,low_usage
3802,14079,2027-03-27,lack_of_features
3803,14084,2025-04-30,poor_support
3804,14085,2024-10-16,low_usage
3805,14086,2023-07-16,poor_support
3806,14091,2019-04-08,lack_of_features
3807,14092,2024-04-27,low_usage
3808,14094,2028-03-02,price_too_high
3809,14101,2027-03-29,poor_support
3810,14102,2026-06-26,low_usage
3811,14104,2023-07-19,low_usage
3812,14105,2026-07-19,poor_support
3813,14107,2018-12-11,lack_of_features
3814,14108,2026-07-26,poor_support
3815,14114,2022-10-29,switched_competitor
3816,14117,2021-12-12,price_too_high
3817,14118,2024-10-06,lack_of_features
3818,14119,2022-01-03,price_too_high
3819,14121,2021-04-23,price_too_high
3820,14124,2019-09-06,poor_support
3821,14130,2020-12-31,switched_competitor
3822,14133,2025-01-17,low_usage
3823,14135,2023-06-28,switched_competitor
3824,14136,2024-06-05,lack_of_features
3825,14143,2019-10-05,switched_competitor
3826,14144,2020-03-20,price_too_high
3827,14150,2025-10-29,low_usage
3828,14160,2019-12-30,switched_competitor
3829,14163,2021-10-02,low_usage
3830,14165,2024-01-31,switched_competitor
3831,14166,2019-08-31,low_usage
3832,14167,2018-10-29,switched_competitor
3833,14172,2018-05-05,lack_of_features
3834,14174,2023-10-23,low_usage
3835,14175,2019-05-20,poor_support
3836,14182,2023-11-23,price_too_high
3837,14190,2019-05-06,low_usage
3838,14195,2026-10-03,price_too_high
3839,14200,2026-08-12,switched_competitor
3840,14205,2019-08-02,switched_competitor
3841,14208,2018-11-15,switched_competitor
3842,14223,2025-01-01,switched_competitor
3843,14230,2026-01-21,switched_competitor
3844,14231,2021-08-28,lack_of_features
3845,14232,2023-06-04,price_too_high
3846,14240,2022-10-08,low_usage
3847,14249,2024-06-24,lack_of_features
3848,14250,2027-09-19,lack_of_features
3849,14254,2023-08-29,lack_of_features
3850,14255,2024-08-16,lack_of_features
3851,14256,2023-06-18,lack_of_features
3852,14261,2027-02-24,price_too_high
3853,14263,2019-03-21,low_usage
3854,14269,2016-05-13,price_too_high
3855,14273,2024-11-06,low_usage
3856,14280,2018-06-15,lack_of_features
3857,14283,2017-11-01,lack_of_features
3858,14285,2023-12-15,switched_competitor
3859,14286,2019-10-23,poor_support
3860,14294,2025-07-10,poor_support
3861,14298,2022-10-24,price_too_high
3862,14299,2025-06-25,price_too_high
3863,14307,2019-08-26,low_usage
3864,14315,2024-07-12,switched_competitor
3865,14316,2023-04-04,low_usage
3866,14317,2020-05-01,switched_competitor
3867,14319,2022-02-12,poor_support
3868,14321,2025-03-22,poor_support
3869,14322,2022-02-02,switched_competitor
3870,14323,2020-09-12,low_usage
3871,14327,2022-07-20,price_too_high
3872,14332,2022-10-24,switched_competitor
3873,14335,2024-05-26,switched_competitor
3874,14337,2019-05-18,switched_competitor
3875,14340,2019-11-06,low_usage
3876,14342,2024-01-20,price_too_high
3877,14344,2020-03-23,low_usage
3878,14345,2022-08-18,lack_of_features
3879,14346,2023-09-03,lack_of_features
3880,14348,2019-11-09,switched_competitor
3881,14352,2018-11-13,switched_competitor
3882,14354,2019-11-22,switched_competitor
3883,14359,2019-04-11,price_too_high
3884,14372,2022-08-20,price_too_high
3885,14378,2025-07-28,switched_competitor
3886,14382,2026-08-18,price_too_high
3887,14396,2023-05-18,poor_support
3888,14400,2020-01-25,switched_competitor
3889,14406,2021-07-18,poor_support
3890,14407,2018-06-10,low_usage
3891,14409,2026-08-06,poor_support
3892,14423,2018-10-11,low_usage
3893,14425,2022-03-15,low_usage
3894,14427,2019-09-18,switched_competitor
3895,14432,2018-02-13,switched_competitor
3896,14433,2025-07-13,low_usage
3897,14437,2021-12-08,price_too_high
3898,14439,2022-12-22,lack_of_features
3899,14440,2023-08-11,poor_support
3900,14442,2019-08-01,low_usage
3901,14448,2024-09-22,lack_of_features
3902,14449,2018-10-12,switched_competitor
3903,14451,2019-07-17,switched_competitor
3904,14463,2018-07-27,low_usage
3905,14464,2018-07-27,price_too_high
3906,14467,2018-02-18,low_usage
3907,14476,2025-06-27,poor_support
3908,14484,2023-08-09,lack_of_features
3909,14487,2017-12-02,price_too_high
3910,14489,2021-07-16,low_usage
3911,14496,2024-10-15,poor_support
3912,14498,2016-09-20,poor_support
3913,14499,2019-08-03,price_too_high
3914,14500,2020-07-08,poor_support
3915,14504,2024-04-27,poor_support
3916,14506,2023-07-27,poor_support
3917,14508,2025-11-02,poor_support
3918,14510,2019-08-05,low_usage
3919,14512,2026-05-23,price_too_high
3920,14513,2021-12-02,lack_of_features
3921,14516,2027-04-19,lack_of_features
3922,14521,2019-03-30,poor_support
3923,14523,2021-07-20,low_usage
3924,14534,2018-10-05,poor_support
3925,14541,2020-11-20,poor_support
3926,14542,2021-08-18,low_usage
3927,14543,2020-10-08,switched_competitor
3928,14548,2019-08-30,price_too_high
3929,14551,2024-03-28,lack_of_features
3930,14552,2026-01-23,low_usage
3931,14554,2017-12-24,lack_of_features
3932,14558,2021-03-14,low_usage
3933,14568,2019-07-20,low_usage
3934,14569,2025-01-28,switched_competitor
3935,14570,2018-08-18,poor_support
3936,14574,2025-10-27,price_too_high
3937,14577,2020-12-02,switched_competitor
3938,14578,2019-05-31,lack_of_features
3939,14579,2019-12-10,price_too_high
3940,14582,2018-03-15,poor_support
3941,14584,2019-08-21,switched_competitor
3942,14586,2027-06-10,low_usage
3943,14589,2022-09-24,lack_of_features
3944,14595,2027-10-17,switched_competitor
3945,14600,2024-10-31,switched_competitor
3946,14607,2017-10-24,price_too_high
3947,14608,2023-04-21,lack_of_features
3948,14610,2026-07-06,lack_of_features
3949,14611,2022-08-21,lack_of_features
3950,14612,2026-05-19,price_too_high
3951,14616,2019-07-06,lack_of_features
3952,14619,2027-01-21,price_too_high
3953,14623,2018-11-10,low_usage
3954,14624,2028-02-09,price_too_high
3955,14630,2022-11-18,poor_support
3956,14645,2020-06-10,lack_of_features
3957,14646,2022-11-01,poor_support
3958,14650,2020-12-29,poor_support
3959,14652,2026-07-31,low_usage
3960,14655,2024-01-07,switched_competitor
3961,14656,2021-05-24,low_usage
3962,14661,2023-04-30,price_too_high
3963,14667,2024-05-28,price_too_high
3964,14670,2028-02-10,lack_of_features
3965,14671,2020-07-09,poor_support
3966,14674,2022-12-01,low_usage
3967,14677,2019-05-09,switched_competitor
3968,14681,2027-08-30,low_usage
3969,14686,2027-06-15,lack_of_features
3970,14687,2018-08-29,low_usage
3971,14688,2021-04-13,switched_competitor
3972,14691,2019-07-21,switched_competitor
3973,14693,2018-08-08,poor_support
3974,14696,2024-05-06,poor_support
3975,14697,2022-04-07,lack_of_features
3976,14701,2016-07-22,poor_support
3977,14703,2018-12-27,price_too_high
3978,14704,2021-02-20,poor_support
3979,14705,2021-12-26,price_too_high
3980,14708,2018-07-11,low_usage
3981,14714,2026-05-11,price_too_high
3982,14721,2017-10-02,lack_of_features
3983,14728,2022-12-17,switched_competitor
3984,14731,2020-11-23,lack_of_features
3985,14735,2022-05-30,lack_of_features
3986,14742,2025-09-25,lack_of_features
3987,14744,2019-04-06,lack_of_features
3988,14746,2020-06-02,poor_support
3989,14749,2020-11-30,low_usage
3990,14753,2018-11-17,switched_competitor
3991,14754,2018-05-24,price_too_high
3992,14760,2018-01-25,price_too_high
3993,14764,2021-08-06,low_usage
3994,14765,2024-10-24,lack_of_features
3995,14771,2017-04-09,lack_of_features
3996,14775,2025-08-15,switched_competitor
3997,14780,2020-05-14,price_too_high
3998,14787,2025-12-08,lack_of_features
3999,14788,2020-08-31,poor_support
4000,14792,2022-04-30,switched_competitor
4001,14795,2021-07-08,poor_support
4002,14799,2026-12-13,poor_support
4003,14807,2021-10-01,low_usage
4004,14811,2021-05-05,low_usage
4005,14813,2018-08-16,poor_support
4006,14821,2019-05-17,low_usage
4007,14827,2026-05-30,poor_support
4008,14843,2027-03-18,lack_of_features
4009,14844,2023-11-06,low_usage
4010,14849,2024-01-29,poor_support
4011,14852,2024-09-22,switched_competitor
4012,14853,2021-04-27,switched_competitor
4013,14859,2026-06-29,low_usage
4014,14863,2017-06-09,switched_competitor
